600
36360
0 2 4
0 26 2
0 44 4
0 54 3
0 58 4
0 64 3
0 75 2
0 83 2
0 84 2
0 91 2
0 131 2
0 149 3
0 159 4
0 171 4
0 179 4
0 180 2
0 185 4
0 208 4
0 210 5
0 215 2
0 226 5
0 231 1
0 240 4
0 245 2
0 248 3
0 272 2
0 293 2
0 304 5
0 319 3
0 323 5
0 327 4
0 330 1
0 332 4
0 344 3
0 346 1
0 366 1
0 369 3
0 387 5
0 401 3
0 403 1
0 412 1
0 447 2
0 454 4
0 459 5
0 466 3
0 472 5
0 475 5
0 476 5
0 488 5
0 512 1
0 529 1
0 548 2
0 556 3
0 570 4
0 574 1
0 589 3
0 599 5
1 19 5
1 27 5
1 28 5
1 32 4
1 35 1
1 37 5
1 63 3
1 74 3
1 77 5
1 85 2
1 98 5
1 104 2
1 127 3
1 148 5
1 170 5
1 171 4
1 176 3
1 187 3
1 194 5
1 209 4
1 210 5
1 214 3
1 217 4
1 219 4
1 229 4
1 235 1
1 272 4
1 276 5
1 295 4
1 298 1
1 328 4
1 339 2
1 373 4
1 375 1
1 377 1
1 382 5
1 392 3
1 399 1
1 406 3
1 408 3
1 412 5
1 418 2
1 421 2
1 423 2
1 436 3
1 439 3
1 455 3
1 461 3
1 481 5
1 487 3
1 496 1
1 512 1
1 519 4
1 529 2
1 530 4
1 540 2
1 544 3
1 549 1
1 552 2
1 565 2
1 568 1
1 576 2
1 579 2
2 2 1
2 7 4
2 9 1
2 23 2
2 26 5
2 33 5
2 46 4
2 58 5
2 77 3
2 101 4
2 105 3
2 106 2
2 107 4
2 129 1
2 130 5
2 140 2
2 159 1
2 160 5
2 165 5
2 167 1
2 173 3
2 184 4
2 228 3
2 260 4
2 278 3
2 279 4
2 281 2
2 294 2
2 297 2
2 304 3
2 309 5
2 340 1
2 341 4
2 358 1
2 363 3
2 370 2
2 378 1
2 383 2
2 385 1
2 393 1
2 395 2
2 396 2
2 448 1
2 465 4
2 471 4
2 495 2
2 517 2
2 523 5
2 530 3
2 562 4
2 568 1
2 586 2
2 599 4
3 1 2
3 7 1
3 15 1
3 27 1
3 37 4
3 44 4
3 47 3
3 54 1
3 56 4
3 69 2
3 74 2
3 77 1
3 86 4
3 88 5
3 99 5
3 106 5
3 124 5
3 127 1
3 144 1
3 154 3
3 162 3
3 185 5
3 192 3
3 197 2
3 199 5
3 232 2
3 240 5
3 255 1
3 270 5
3 274 3
3 292 2
3 301 3
3 303 1
3 317 4
3 320 4
3 347 5
3 354 1
3 358 2
3 359 4
3 372 1
3 379 5
3 384 4
3 386 5
3 403 3
3 406 2
3 408 3
3 424 2
3 425 5
3 438 3
3 445 2
3 450 4
3 471 4
3 474 3
3 477 1
3 480 3
3 481 3
3 485 1
3 489 3
3 493 2
3 496 2
3 526 1
3 528 2
3 544 1
3 545 1
3 558 2
3 566 5
3 574 2
3 581 4
3 594 3
3 597 1
4 25 1
4 26 2
4 32 1
4 41 3
4 53 4
4 58 3
4 61 3
4 68 3
4 77 5
4 97 2
4 103 5
4 104 1
4 109 3
4 134 1
4 142 2
4 144 1
4 148 3
4 162 1
4 190 5
4 192 5
4 194 1
4 204 5
4 212 4
4 227 2
4 235 3
4 240 3
4 241 4
4 243 3
4 251 5
4 256 1
4 272 3
4 281 1
4 286 4
4 288 2
4 298 5
4 302 5
4 314 4
4 360 3
4 391 1
4 394 4
4 425 5
4 443 4
4 450 3
4 453 1
4 472 2
4 478 2
4 488 1
4 507 3
4 542 4
4 543 4
4 551 5
4 553 1
4 571 2
4 585 3
4 591 5
4 594 2
5 14 2
5 15 5
5 29 2
5 41 5
5 58 5
5 72 4
5 77 5
5 100 2
5 126 4
5 127 2
5 177 3
5 180 3
5 183 1
5 205 2
5 210 5
5 219 2
5 231 1
5 258 3
5 273 4
5 275 3
5 280 3
5 282 2
5 292 1
5 333 4
5 341 5
5 363 5
5 366 2
5 367 3
5 398 3
5 418 3
5 423 1
5 426 1
5 429 2
5 436 5
5 440 4
5 448 4
5 450 5
5 457 4
5 478 1
5 510 3
5 515 4
5 530 4
5 536 5
5 537 2
5 542 2
5 553 2
5 554 5
5 569 4
5 582 5
5 590 1
5 599 2
6 10 1
6 11 5
6 15 2
6 17 5
6 27 5
6 30 4
6 37 2
6 50 1
6 61 4
6 69 4
6 74 5
6 83 1
6 93 4
6 95 5
6 97 3
6 145 3
6 151 5
6 154 2
6 159 3
6 164 5
6 191 1
6 229 5
6 231 4
6 235 4
6 246 5
6 249 4
6 253 1
6 265 1
6 267 5
6 270 3
6 294 3
6 318 1
6 330 1
6 342 5
6 344 3
6 349 5
6 363 5
6 389 4
6 393 5
6 406 3
6 408 2
6 419 5
6 424 3
6 434 5
6 439 5
6 440 4
6 448 2
6 452 5
6 478 4
6 512 5
6 514 1
6 516 5
6 526 2
6 536 2
6 562 3
6 564 2
6 578 3
6 581 4
7 38 4
7 39 1
7 42 4
7 46 1
7 55 3
7 56 1
7 62 1
7 64 2
7 65 4
7 74 4
