200
7452
0 2 4
0 3 3
0 7 2
0 8 1
0 10 4
0 12 5
0 15 3
0 20 5
0 25 2
0 50 5
0 52 5
0 54 3
0 67 1
0 69 1
0 70 2
0 73 3
0 74 1
0 81 2
0 84 5
0 90 3
0 91 4
0 98 1
0 117 3
0 120 5
0 127 1
0 134 4
0 147 5
0 149 4
0 151 4
0 153 2
0 154 3
0 168 2
0 174 5
0 176 1
0 181 4
0 187 5
0 188 2
0 189 4
0 191 3
0 196 3
1 18 2
1 49 4
1 62 4
1 63 3
1 64 5
1 67 1
1 81 5
1 87 4
1 106 1
1 119 4
1 126 4
1 127 4
1 133 4
1 140 4
1 141 2
1 144 3
1 145 1
1 155 5
1 168 2
1 172 1
1 173 4
1 175 5
1 192 2
1 193 4
2 4 3
2 13 2
2 22 1
2 25 1
2 27 1
2 29 3
2 35 1
2 40 2
2 52 3
2 67 1
2 69 3
2 73 3
2 86 3
2 94 1
2 97 3
2 105 4
2 107 2
2 118 4
2 126 1
2 127 4
2 128 3
2 130 3
2 131 1
2 137 4
2 138 5
2 142 5
2 155 2
2 156 2
2 168 5
2 169 5
2 170 1
2 180 5
2 184 4
2 185 1
2 186 2
2 191 2
3 2 3
3 7 5
3 8 5
3 11 1
3 28 4
3 46 3
3 53 3
3 54 3
3 58 5
3 69 3
3 78 4
3 81 4
3 93 4
3 96 1
3 97 4
3 105 3
3 128 3
3 130 4
3 133 4
3 138 2
3 146 1
3 147 4
3 150 1
3 160 2
3 171 2
3 177 4
3 178 1
3 180 4
3 184 1
3 185 4
3 186 1
3 187 1
3 193 2
3 194 1
3 196 2
4 16 2
4 22 5
4 23 1
4 24 5
4 32 3
4 33 3
4 34 4
4 43 2
4 45 2
4 49 2
4 50 2
4 55 4
4 66 5
4 67 4
4 71 2
4 74 1
4 81 5
4 92 2
4 97 5
4 99 2
4 101 2
4 102 2
4 105 2
4 109 5
4 112 4
4 133 2
4 134 4
4 136 3
4 137 1
4 141 3
4 144 3
4 145 1
4 146 4
4 153 3
4 155 1
4 166 3
4 169 4
4 177 3
4 190 2
4 195 5
4 196 4
4 197 1
5 5 1
5 13 3
5 17 3
5 19 1
5 23 3
5 30 4
5 35 2
5 39 5
5 40 5
5 59 2
5 72 1
5 73 5
5 74 5
5 84 3
5 87 5
5 89 5
5 91 1
5 93 1
5 97 1
5 101 2
5 112 2
5 115 4
5 118 5
5 127 1
5 128 5
5 142 3
5 144 5
5 146 4
5 165 1
5 169 2
5 171 5
5 174 2
5 175 2
5 190 4
5 197 5
5 198 5
6 13 2
6 16 2
6 19 4
6 25 4
6 30 5
6 32 1
6 33 1
6 40 2
6 42 4
6 47 5
6 50 2
6 61 4
6 64 3
6 79 2
6 81 5
6 83 2
6 85 5
6 97 3
6 98 2
6 100 5
6 122 3
6 124 3
6 125 5
6 140 2
6 156 5
6 160 3
6 170 4
6 177 1
6 179 1
6 189 2
6 193 3
6 199 1
7 10 5
7 11 1
7 21 2
7 24 1
7 32 2
7 37 1
7 41 2
7 51 2
7 52 5
7 54 5
7 57 3
7 58 5
7 62 1
7 67 4
7 69 2
7 76 1
7 86 2
7 99 3
7 101 3
7 105 2
7 110 4
7 112 2
7 118 4
7 120 1
7 126 4
7 131 4
7 135 1
7 159 5
7 160 4
7 162 1
7 164 1
7 165 5
7 169 3
7 173 4
7 175 5
7 180 3
7 186 4
7 193 4
7 196 2
7 198 5
8 2 2
8 7 4
8 9 2
8 17 5
8 19 3
8 20 1
8 22 1
8 24 3
8 25 4
8 27 4
8 29 3
8 31 1
8 47 3
8 51 2
8 52 2
8 55 3
8 57 4
8 63 1
8 64 3
8 74 3
8 77 4
8 78 2
8 79 5
8 80 4
8 84 3
8 87 5
8 97 4
8 100 2
8 102 3
8 106 1
8 119 4
8 121 5
8 124 3
8 130 4
8 136 1
8 139 3
8 164 1
8 167 1
8 173 4
8 174 4
8 175 4
8 178 5
8 185 5
8 188 2
8 199 4
9 12 1
9 19 5
9 24 1
9 26 5
9 31 1
9 33 5
9 34 5
9 37 5
9 38 3
9 43 2
9 44 2
9 59 5
9 61 1
9 75 4
9 78 5
9 79 3
9 80 4
9 86 2
9 88 1
9 91 5
9 93 2
9 101 1
9 102 1
9 112 5
9 114 1
9 115 1
9 117 3
9 119 2
9 140 5
9 147 1
9 156 3
9 162 1
9 165 3
9 168 2
9 173 3
9 174 1
9 180 2
9 182 5
9 187 1
10 17 1
10 21 4
10 27 3
10 28 4
10 35 5
10 39 5
10 42 3
10 43 3
10 68 1
10 70 2
10 82 5
10 86 4
10 88 5
10 90 5
10 94 2
10 95 4
10 97 2
10 98 4
10 106 2
10 115 5
10 124 4
10 130 3
10 133 1
10 137 5
10 141 3
10 143 1
10 145 3
10 146 1
10 157 3
10 158 3
10 162 3
10 166 2
10 167 4
10 179 5
10 183 4
10 187 5
10 189 2
10 190 4
10 192 4
10 195 4
10 197 2
11 0 3
11 1 4
11 5 3
11 8 1
11 15 2
11 17 2
11 20 4
11 26 3
11 28 4
11 30 2
11 33 2
11 38 3
11 44 3
11 45 1
11 52 1
11 60 1
11 66 1
11 69 5
11 92 2
11 93 5
11 104 5
11 110 1
11 111 1
11 115 4
11 116 5
11 133 1
11 135 1
11 141 1
11 146 3
11 153 1
11 168 5
11 179 4
11 181 3
11 188 1
11 189 3
11 193 2
11 195 4
12 4 1
12 5 4
12 13 3
12 30 2
12 33 1
12 48 4
12 49 5
12 53 5
12 59 1
12 71 4
12 72 1
12 78 1
12 79 4
12 83 4
12 85 2
12 89 4
12 91 2
12 92 2
12 94 3
12 96 2
12 103 3
12 108 5
12 110 3
12 111 1
12 114 3
12 118 4
12 120 4
12 125 5
12 127 1
12 132 1
12 133 1
12 156 1
12 158 5
12 159 1
12 160 2
12 168 2
12 175 3
12 181 2
12 182 1
12 183 3
12 188 2
12 190 4
12 193 4
12 198 4
13 10 4
13 20 4
13 21 1
13 22 4
13 40 5
13 53 4
13 62 2
13 66 2
13 67 5
13 70 2
13 79 3
13 81 1
13 100 2
13 104 3
13 113 2
13 121 4
13 123 2
13 127 2
13 128 2
13 133 4
13 137 2
13 146 3
13 152 2
13 155 3
13 156 3
13 169 4
13 170 4
13 177 1
13 179 4
13 184 5
13 186 5
13 188 5
13 199 4
14 2 3
14 11 4
14 12 5
14 15 2
14 19 1
14 20 4
14 21 2
14 32 5
14 35 1
14 36 2
14 48 3
14 50 2
14 59 2
14 68 2
14 77 5
14 83 2
14 84 3
14 93 5
14 98 2
14 99 1
14 106 1
14 107 2
14 116 3
14 117 2
14 119 2
14 121 1
14 122 2
14 126 3
14 128 4
14 137 4
14 138 2
14 147 3
14 148 2
14 161 1
14 166 2
14 167 4
14 175 2
14 178 2
14 179 5
14 180 5
14 181 4
14 194 2
14 198 3
15 7 3
15 13 3
15 21 3
15 23 3
15 26 4
15 29 5
15 35 2
15 42 3
15 49 4
15 58 4
15 59 3
15 61 1
15 63 1
15 64 4
15 67 3
15 73 1
15 74 5
15 83 4
15 84 5
15 87 5
15 91 4
15 95 3
15 103 2
15 106 4
15 110 5
15 111 2
15 113 1
15 125 3
15 133 3
15 138 4
15 139 2
15 140 3
15 145 1
15 171 5
15 175 2
15 177 2
15 179 5
15 182 4
15 186 3
15 191 3
15 193 4
15 195 5
16 0 3
16 1 5
16 2 4
16 5 5
16 12 3
16 17 3
16 23 1
16 25 3
16 31 4
16 37 2
16 38 4
16 46 2
16 55 1
16 62 3
16 65 4
16 77 2
16 82 4
16 86 4
16 87 1
16 88 3
16 89 1
16 94 3
16 95 3
16 99 4
16 114 2
16 115 4
16 116 1
16 123 2
16 127 1
16 132 4
16 133 4
16 139 3
16 140 4
16 142 4
16 152 1
16 155 5
16 167 3
16 172 1
16 190 3
17 0 5
17 2 5
17 9 4
17 25 2
17 26 5
17 27 3
17 28 1
17 30 4
17 43 3
17 46 3
