200
9755
0 1 2
0 3 3
0 6 1
0 8 3
0 10 1
0 13 4
0 20 4
0 27 1
0 28 2
0 46 2
0 48 3
0 50 5
0 52 5
0 55 1
0 60 2
0 63 5
0 69 5
0 70 4
0 73 1
0 75 4
0 80 3
0 84 4
0 86 5
0 91 1
0 100 1
0 103 4
0 110 1
0 111 1
0 113 2
0 121 4
0 135 3
0 137 3
0 138 3
0 145 5
0 148 4
0 150 3
0 152 5
0 155 4
0 165 5
0 179 3
0 181 3
0 186 1
0 188 4
0 190 5
0 192 4
0 194 5
0 199 1
1 8 2
1 9 2
1 14 4
1 15 5
1 16 4
1 17 1
1 19 3
1 20 1
1 21 4
1 24 4
1 26 5
1 29 2
1 32 5
1 38 2
1 42 1
1 43 2
1 45 1
1 46 2
1 49 5
1 51 1
1 61 3
1 62 2
1 63 2
1 77 1
1 83 4
1 84 3
1 85 5
1 88 4
1 92 2
1 96 2
1 98 1
1 103 2
1 107 4
1 113 1
1 120 4
1 124 2
1 132 4
1 133 1
1 135 1
1 140 2
1 141 2
1 144 4
1 145 2
1 147 1
1 153 1
1 155 2
1 156 2
1 168 2
1 174 4
1 183 1
1 186 2
1 189 3
1 190 5
2 2 5
2 3 4
2 5 4
2 10 5
2 13 1
2 14 4
2 17 2
2 18 4
2 19 3
2 29 3
2 30 3
2 32 4
2 33 3
2 37 1
2 43 1
2 44 2
2 56 5
2 58 4
2 59 5
2 64 4
2 65 3
2 69 1
2 71 5
2 74 3
2 75 3
2 79 1
2 80 3
2 86 5
2 87 4
2 94 4
2 102 4
2 104 1
2 111 4
2 114 5
2 115 2
2 117 5
2 119 4
2 124 1
2 125 5
2 127 3
2 147 4
2 148 2
2 149 4
2 152 3
2 154 4
2 157 1
2 161 2
2 163 5
2 167 1
2 169 4
2 174 2
2 179 1
2 182 5
2 196 1
2 198 2
2 199 5
3 1 3
3 9 4
3 12 2
3 22 3
3 27 1
3 31 4
3 32 3
3 35 3
3 52 5
3 54 2
3 58 1
3 60 4
3 61 2
3 62 5
3 63 5
3 64 4
3 65 4
3 67 2
3 74 1
3 82 2
3 83 2
3 87 4
3 100 1
3 101 5
3 104 1
3 109 2
3 114 2
3 119 3
3 120 1
3 123 4
3 124 3
3 126 4
3 127 1
3 128 1
3 129 5
3 130 5
3 132 4
3 134 4
3 136 5
3 145 2
3 151 4
3 153 3
3 155 5
3 156 3
3 157 1
3 158 1
3 161 1
3 163 4
3 164 3
3 165 4
3 170 1
3 183 5
3 184 2
3 185 2
3 190 3
3 198 3
4 2 5
4 7 1
4 11 3
4 19 2
4 27 4
4 34 4
4 44 1
4 49 5
4 54 1
4 55 4
4 64 2
4 66 3
4 71 3
4 82 5
4 83 2
4 89 3
4 92 1
4 94 2
4 98 2
4 101 2
4 103 1
4 105 1
4 111 4
4 113 2
4 117 2
4 119 3
4 122 5
4 128 2
4 131 5
4 143 1
4 145 3
4 146 1
4 153 2
4 154 4
4 158 3
4 162 1
4 164 2
4 172 1
4 175 3
4 176 1
4 178 2
4 182 3
4 188 2
4 190 3
4 195 5
5 0 1
5 1 2
5 2 1
5 7 5
5 25 3
5 28 3
5 29 5
5 35 2
5 48 4
5 52 5
5 54 5
5 56 4
5 58 4
5 72 5
5 76 5
5 80 2
5 86 1
5 92 3
5 95 5
5 96 1
5 99 4
5 107 3
5 112 1
5 116 5
5 122 4
5 125 5
5 127 5
5 129 2
5 130 4
5 135 4
5 137 2
5 149 4
5 152 1
5 161 4
5 162 4
5 166 4
5 177 2
5 180 1
5 182 1
5 192 1
5 195 5
6 1 5
6 6 3
6 12 2
6 15 5
6 16 5
6 18 1
6 23 4
6 24 1
6 30 3
6 37 2
6 38 3
6 39 1
6 41 2
6 43 5
6 60 2
6 63 2
6 64 4
6 66 1
6 67 4
6 69 2
6 77 1
6 85 5
6 86 4
6 88 3
6 93 1
6 94 5
6 97 3
6 101 4
6 103 3
6 113 4
6 128 1
6 129 2
6 134 2
6 135 2
6 136 3
6 139 5
6 140 4
6 156 1
6 162 2
6 163 4
6 165 2
6 166 2
6 169 1
6 170 4
6 171 1
6 182 3
6 189 1
6 194 4
7 4 1
7 5 3
7 9 5
7 10 1
7 17 2
7 18 3
7 26 4
