200
9657
0 1 2
0 2 2
0 9 5
0 20 5
0 21 3
0 23 1
0 27 4
0 29 5
0 33 3
0 35 3
0 38 1
0 46 5
0 53 1
0 54 3
0 60 4
0 61 5
0 67 3
0 68 4
0 77 4
0 79 2
0 83 2
0 89 3
0 92 4
0 97 3
0 98 4
0 101 3
0 102 2
0 106 5
0 108 1
0 113 2
0 115 1
0 117 5
0 118 3
0 119 5
0 124 3
0 125 5
0 127 5
0 133 5
0 135 5
0 137 5
0 151 2
0 152 2
0 157 4
0 159 1
0 165 2
0 175 5
0 182 4
0 185 3
0 187 1
0 188 4
0 189 4
0 195 3
1 3 1
1 5 5
1 7 5
1 10 5
1 15 4
1 18 3
1 20 5
1 23 1
1 26 3
1 27 3
1 29 1
1 31 4
1 35 3
1 36 5
1 41 2
1 44 3
1 45 1
1 50 4
1 55 5
1 57 3
1 59 4
1 60 2
1 63 1
1 65 3
1 66 5
1 67 1
1 68 4
1 69 2
1 70 5
1 85 5
1 89 4
1 90 2
1 102 3
1 104 3
1 107 2
1 108 4
1 112 4
1 121 4
1 122 5
1 126 3
1 128 1
1 139 3
1 142 2
1 148 2
1 155 5
1 164 2
1 170 3
1 173 5
1 177 2
1 181 2
1 182 2
1 183 3
1 185 2
1 197 2
2 4 4
2 5 3
2 6 2
2 12 5
2 13 5
2 21 5
2 23 5
2 32 5
2 39 3
2 41 1
2 46 3
2 48 3
2 51 2
2 52 5
2 53 1
2 58 5
2 60 3
2 65 1
2 71 3
2 75 1
2 77 3
2 79 4
2 81 4
2 82 4
2 86 3
2 91 4
2 93 2
2 104 4
2 107 3
2 109 1
2 110 3
2 124 3
2 130 5
2 133 5
2 150 1
2 157 4
2 163 3
2 164 1
2 172 2
2 177 2
2 178 1
2 180 4
2 183 5
2 184 1
2 185 2
2 188 1
2 190 5
2 192 2
2 197 2
3 1 2
3 9 2
3 13 4
3 15 3
3 27 4
3 28 5
3 29 1
3 33 5
3 34 1
3 35 1
3 38 3
3 39 5
3 40 3
3 47 4
3 48 1
3 49 3
3 52 5
3 54 3
3 57 2
3 61 2
3 62 4
3 73 4
3 78 5
3 85 5
3 88 1
3 94 4
3 102 4
3 108 3
3 110 2
3 118 2
3 135 4
3 139 2
3 143 4
3 150 5
3 153 4
3 155 2
3 158 3
3 164 5
3 166 1
3 168 3
3 170 5
3 171 2
3 174 2
3 177 1
3 178 2
3 180 2
3 185 3
3 188 1
3 192 2
3 193 2
3 195 4
3 196 3
3 199 3
4 0 2
4 2 3
4 7 5
4 11 5
4 15 1
4 22 5
4 27 1
4 28 1
4 29 3
4 30 4
4 35 3
4 39 3
4 42 3
4 45 4
4 47 2
4 50 5
4 55 5
4 61 5
4 86 1
4 92 2
4 94 5
4 105 1
4 106 4
4 112 1
4 123 1
4 124 4
4 126 1
4 127 4
4 128 3
4 133 4
4 137 5
4 142 5
4 144 3
4 147 1
4 152 3
4 160 1
4 161 3
4 165 3
4 167 5
4 172 5
4 174 2
4 176 1
4 178 3
4 179 3
4 187 2
4 193 3
4 194 2
5 0 2
5 15 2
5 17 4
5 22 4
5 23 1
5 29 3
5 30 4
5 32 3
5 36 5
5 41 1
5 43 2
5 46 4
5 50 4
5 53 3
5 55 4
5 59 3
5 65 3
5 70 1
5 77 5
5 79 5
5 85 1
5 91 4
5 93 1
5 94 1
5 95 4
5 96 5
5 100 3
5 102 1
5 105 2
5 115 1
5 120 2
5 121 2
5 126 2
5 128 4
5 129 3
5 130 2
5 135 5
5 139 3
5 143 4
5 152 1
5 153 5
5 154 2
5 165 3
5 171 2
5 172 4
5 173 4
5 175 5
5 177 3
5 181 5
5 188 4
5 189 4
5 190 3
6 4 2
6 10 5
6 14 2
6 22 3
6 37 1
6 39 1
6 48 3
6 51 5
6 52 5
6 54 3
6 57 5
6 58 1
6 67 1
6 70 2
6 72 4
6 75 3
6 76 3
6 79 4
6 82 5
6 86 3
6 88 2
6 91 3
6 94 4
6 96 2
6 104 4
6 106 2
6 110 4
6 115 4
6 120 5
6 122 1
6 127 5
6 128 4
6 129 4
6 132 1
6 136 3
6 138 2
6 141 1
6 143 1
6 145 2
6 147 2
6 149 1
6 151 3
6 163 4
6 166 2
6 169 2
6 175 5
6 178 4
6 181 4
6 189 4
6 193 1
7 0 5
7 1 3
7 3 2
7 10 4
7 13 4
7 20 3
7 22 1
7 26 3
7 27 2
7 29 4
7 34 3
7 43 2
7 46 5
7 48 5
7 50 1
7 58 4
7 61 5
7 63 1
7 64 2
7 69 4
7 78 1
7 83 4
7 86 2
7 89 4
7 100 1
7 102 2
7 110 5
7 117 5
7 123 5
7 124 3
7 126 3
7 128 3
7 129 2
7 137 4
7 145 4
7 147 3
7 157 1
7 159 2
7 161 3
7 164 1
7 177 4
7 178 5
7 181 3
7 191 1
7 199 5
8 2 3
8 6 3
8 14 5
8 18 5
8 21 1
8 29 3
8 30 2
8 41 5
8 43 4
8 46 3
8 52 2
8 53 4
8 54 4
8 64 1
8 65 4
8 69 2
8 73 1
8 78 1
8 79 1
8 83 3
8 85 1
8 86 1
8 101 5
8 103 3
8 104 3
