100
1744
0 1 2
0 2 4
0 6 5
0 8 4
0 10 3
0 15 2
0 21 4
0 35 2
0 38 3
0 40 2
0 47 4
0 52 4
0 59 2
0 85 1
0 92 4
1 1 4
1 12 5
1 17 4
1 18 3
1 19 3
1 21 1
1 26 5
1 31 4
1 34 3
1 39 5
1 42 2
1 44 5
1 45 1
1 52 1
1 55 1
1 64 1
1 68 5
1 70 4
1 72 1
1 73 1
1 82 2
1 86 3
1 88 3
1 97 2
2 13 3
2 20 1
2 39 4
2 41 4
2 51 4
2 53 4
2 55 4
2 63 2
2 64 3
2 65 2
2 66 2
2 69 3
2 73 5
2 80 5
2 89 2
2 94 1
3 0 1
3 2 2
3 12 4
3 18 2
3 19 4
3 38 2
3 44 3
3 50 1
3 69 1
3 80 1
3 88 2
3 95 5
4 0 1
4 3 4
4 4 5
4 8 5
4 10 5
4 22 2
4 34 3
4 48 5
4 60 5
4 63 5
4 66 4
4 68 2
4 69 4
4 75 5
4 78 2
4 94 5
4 98 4
5 5 1
5 6 2
5 8 3
5 9 3
5 11 4
5 20 2
5 23 2
5 28 5
5 32 4
5 39 4
5 53 5
5 55 4
5 56 2
5 57 2
5 58 1
5 65 2
5 67 2
5 72 1
5 76 5
5 77 1
5 95 2
6 1 4
6 3 3
6 7 5
6 9 4
6 12 3
6 19 4
6 26 4
6 46 5
6 50 3
6 59 2
6 62 2
6 63 4
6 70 1
6 71 3
6 72 3
6 75 5
6 82 2
6 87 5
6 96 1
6 97 1
7 8 2
7 10 1
7 16 3
7 21 3
7 23 3
7 24 4
7 31 4
7 32 1
7 34 3
7 36 3
7 39 1
7 50 3
7 57 5
7 59 4
7 61 3
7 64 4
7 65 1
7 68 3
7 76 1
7 89 4
7 96 5
8 1 1
8 3 4
8 4 3
8 6 1
8 8 1
8 12 1
8 13 4
8 23 5
8 30 4
8 33 1
8 37 1
8 38 1
8 39 2
8 55 4
8 57 2
8 61 5
8 66 4
8 73 3
8 75 2
9 3 5
9 4 4
9 8 1
9 11 3
9 14 1
9 15 5
9 30 2
9 35 5
9 39 3
9 44 1
9 54 3
9 59 5
9 60 4
9 61 1
9 72 4
9 75 1
9 81 1
9 84 4
9 85 3
9 87 5
10 1 3
10 9 1
10 13 2
10 18 1
10 23 4
10 37 1
10 38 5
10 42 3
10 47 3
10 53 4
10 55 3
10 59 5
10 62 3
10 78 4
10 79 2
10 83 3
10 88 2
10 98 5
11 7 1
11 8 1
11 16 4
11 26 4
11 41 1
11 51 1
11 57 5
11 58 5
11 61 1
11 62 3
11 63 4
11 65 3
11 67 2
11 69 5
11 83 5
11 91 1
11 92 4
12 2 3
12 12 4
12 14 3
12 20 2
12 25 4
12 27 3
12 29 5
12 37 1
12 41 3
12 42 2
12 43 4
12 51 4
12 57 4
12 60 2
12 61 5
12 76 3
12 94 3
12 95 3
12 96 4
13 1 5
13 20 1
13 21 4
13 23 1
13 30 1
13 34 3
13 52 1
13 66 2
13 73 2
13 78 1
13 81 3
13 84 4
13 94 1
13 96 5
13 97 1
14 15 3
14 17 2
14 18 5
14 28 2
14 29 2
14 36 2
14 41 3
14 45 2
14 47 5
14 50 2
14 59 3
14 65 1
14 83 2
14 85 2
14 91 5
14 93 5
14 99 5
15 5 4
15 9 2
15 10 1
15 11 2
15 19 4
15 35 1
15 38 4
15 48 2
15 50 3
15 57 1
15 61 5
15 63 2
15 78 3
15 82 2
15 84 5
15 85 4
15 89 3
15 92 1
15 94 5
15 97 2
16 5 2
16 14 2
16 37 4
16 38 1
16 43 2
16 47 3
16 50 4
16 54 1
16 61 2
16 63 1
16 71 5
16 72 4
16 78 5
16 83 4
16 87 1
16 89 1
16 97 2
16 99 4
17 0 4
17 1 4
17 10 4
17 11 3
17 14 5
17 17 4
17 23 5
17 33 2
17 37 5
17 39 4
17 42 5
17 53 2
17 57 5
17 59 5
17 61 2
17 66 3
17 82 4
17 86 4
18 2 1
18 3 4
18 7 5
18 10 5
18 18 3
18 23 1
18 25 2
18 27 2
18 39 2
18 40 4
18 46 5
18 51 4
18 52 1
18 61 5
18 66 2
18 67 1
19 1 4
19 2 3
19 4 3
19 9 2
19 19 3
19 26 1
19 37 2
19 38 1
19 40 1
19 42 2
19 46 2
19 48 4
19 49 2
19 53 1
19 54 5
19 56 5
19 60 1
19 63 5
19 64 1
19 72 5
19 74 1
19 76 2
19 86 3
19 88 1
19 89 5
19 99 3
20 1 5
20 15 3
20 17 1
20 25 4
20 26 4
20 30 5
20 40 5
20 43 1
20 44 5
20 46 4
20 47 3
20 49 4
20 63 5
20 86 5
20 89 3
20 95 3
21 0 5
21 6 2
21 7 2
21 10 1
21 11 3
21 13 4
21 19 5
21 22 1
21 23 4
21 41 4
21 44 5
21 49 2
21 50 4
21 67 1
21 69 2
21 74 3
21 84 2
21 86 5
21 92 2
21 94 2
21 99 1
22 29 1
22 37 2
22 43 5
22 44 1
22 49 3
22 52 2
22 67 3
22 89 2
22 94 3
22 96 1
22 97 2
22 98 1
22 99 4
23 1 4
23 4 5
23 23 5
23 26 5
23 31 3
23 35 2
23 39 1
23 43 1
23 45 4
23 47 3
23 57 5
23 86 3
23 88 3
23 92 1
23 97 1
24 1 3
24 3 2
24 8 5
24 10 4
24 15 3
24 21 5
24 25 1
24 36 4
24 37 4
24 47 2
24 50 3
24 56 2
24 68 3
24 72 3
24 73 5
24 74 1
24 76 1
24 78 4
24 82 4
24 84 4
24 86 2
24 92 4
24 93 5
25 0 5
25 9 3
25 15 3
25 21 2
25 28 5
25 36 3
25 39 1
25 46 3
25 49 4
25 52 2
25 53 5
25 58 1
25 62 4
25 70 1
25 72 3
25 75 1
25 80 1
25 90 1
25 94 1
26 3 1
26 19 4
26 23 2
26 26 2
26 27 3
26 32 4
26 33 5
26 35 3
26 41 1
26 50 5
26 57 4
26 64 5
26 70 3
26 74 2
26 79 4
26 84 5
26 85 5
26 86 4
26 96 1
27 0 4
27 4 1
27 6 2
27 9 1
27 33 4
27 38 1
27 40 3
27 48 3
27 60 5
27 61 2
27 74 2
27 78 4
27 84 5
27 86 4
27 88 3
28 1 4
28 2 1
28 7 1
28 26 2
28 37 4
28 43 5
28 45 2
28 47 4
28 51 5
28 54 1
28 56 4
28 79 2
28 81 2
28 94 3
29 4 5
29 6 2
29 10 3
29 15 4
29 32 3
29 33 3
29 38 4
29 40 3
29 45 5
29 46 4
29 47 3
29 56 2
29 66 5
29 76 1
29 92 5
29 98 1
30 0 2
30 7 2
30 16 4
30 23 5
30 27 2
30 37 4
30 41 4
30 43 4
30 45 2
30 48 1
30 49 3
30 51 3
30 53 1
30 54 5
30 55 1
30 56 3
30 57 5
30 59 3
30 60 3
30 61 4
30 66 5
30 71 4
30 74 2
30 83 1
30 85 3
30 91 3
30 93 3
30 96 4
31 11 2
31 17 4
31 18 2
31 20 2
31 34 4
31 41 4
