100
1432
0 1 2
0 4 4
0 8 4
0 11 3
0 23 2
0 33 3
0 38 4
0 42 4
0 56 4
0 57 1
0 58 5
0 59 1
0 70 4
0 84 3
0 85 3
0 89 4
0 96 1
1 2 3
1 6 4
1 17 5
1 20 2
1 23 5
1 24 4
1 25 4
1 34 2
1 36 5
1 39 4
1 47 3
1 49 1
1 50 5
1 67 2
1 80 1
1 82 1
1 84 2
1 88 2
1 96 4
2 11 2
2 37 5
2 38 2
2 47 3
2 65 1
2 69 1
2 70 1
2 81 1
2 84 4
2 96 5
2 98 5
3 0 5
3 12 2
3 24 4
3 35 5
3 40 5
3 41 1
3 59 1
3 60 3
3 62 4
3 90 3
3 94 3
3 98 4
4 3 2
4 7 5
4 8 2
4 13 5
4 26 2
4 28 2
4 30 1
4 42 5
4 44 1
4 49 1
4 52 4
4 62 2
4 76 4
4 85 3
4 86 4
4 93 1
5 2 3
5 21 5
5 29 4
5 47 4
5 67 4
5 68 5
5 71 4
5 73 5
5 80 5
5 82 4
5 89 3
6 8 4
6 12 1
6 19 5
6 24 5
6 26 2
6 31 3
6 32 3
6 34 4
6 40 1
6 50 2
6 57 5
6 64 2
6 89 2
6 97 2
7 3 2
7 16 4
7 17 4
7 19 1
7 26 2
7 28 4
7 29 4
7 31 4
7 45 3
7 47 2
7 50 4
7 56 5
7 57 2
7 71 2
7 81 5
7 82 5
7 83 3
7 95 4
8 4 1
8 19 2
8 21 2
8 23 2
8 35 4
8 46 5
8 49 1
8 57 2
8 60 4
8 68 1
8 70 5
8 80 1
8 86 3
8 94 4
8 95 4
8 96 4
9 14 1
9 19 3
9 37 2
9 49 4
9 55 5
9 62 2
9 82 5
9 99 2
10 16 5
10 22 1
10 26 1
10 36 5
10 38 4
10 47 3
10 50 3
10 54 2
10 59 1
10 74 1
10 75 1
10 76 1
10 92 4
11 5 1
11 8 3
11 18 2
11 24 2
11 40 3
11 45 4
11 47 1
11 49 3
11 55 1
11 70 3
11 88 4
12 1 5
12 6 1
12 12 2
12 15 5
12 20 2
12 32 4
12 49 3
12 58 3
12 66 1
12 79 3
12 81 3
12 84 2
12 87 1
12 89 4
12 90 1
12 94 2
13 1 5
13 9 3
13 10 2
