100
616
0 2 4
0 15 5
0 44 5
0 51 2
0 54 3
0 67 3
0 71 3
0 81 4
0 85 2
1 18 3
1 41 3
1 45 1
1 58 4
2 9 3
2 13 1
2 27 5
2 39 2
2 48 1
2 59 2
2 73 1
2 87 3
2 96 2
3 32 1
3 48 1
3 56 4
3 93 3
3 98 4
4 6 5
4 19 5
4 20 2
4 40 4
4 53 1
4 76 5
4 88 4
5 8 5
5 37 2
5 42 4
5 57 2
5 61 2
5 98 5
6 18 1
6 20 2
6 31 4
6 43 4
6 71 3
6 82 2
6 84 5
6 95 2
7 13 2
7 39 2
7 49 4
7 51 5
7 61 4
7 68 3
7 69 3
7 95 3
8 16 5
8 85 4
8 90 3
9 18 3
9 23 1
9 66 3
9 71 2
9 87 4
9 92 2
10 52 3
10 61 5
11 41 3
11 51 5
11 68 2
11 72 5
11 74 5
11 81 1
11 94 4
12 1 2
12 10 5
12 15 3
12 41 3
12 46 5
12 49 5
12 57 2
12 65 3
12 89 5
13 7 4
13 17 5
13 26 2
13 28 4
13 34 3
13 54 5
13 56 4
13 72 3
13 83 3
14 1 3
14 16 3
14 20 4
14 35 4
14 88 1
14 92 4
15 5 5
15 9 4
15 12 1
15 43 2
15 49 5
15 50 3
15 86 1
15 98 2
16 3 4
16 14 3
16 45 2
16 48 3
16 57 4
16 62 5
16 64 4
16 72 1
16 77 4
16 80 5
16 83 2
16 93 1
16 94 2
17 25 2
17 70 3
17 78 5
17 80 2
17 91 2
18 4 5
18 29 1
18 54 4
18 56 1
18 77 1
19 24 3
19 33 2
19 39 5
19 48 1
19 51 2
19 66 1
19 71 1
19 94 5
20 14 5
20 21 1
20 27 2
20 40 2
20 47 4
20 63 3
20 72 4
20 97 4
21 6 1
21 22 1
21 75 5
21 86 4
22 34 3
22 41 5
22 52 1
22 59 1
22 78 2
22 97 5
23 2 2
23 17 1
23 20 3
23 36 1
23 38 3
23 51 4
23 63 5
24 5 4
24 28 1
24 34 4
24 49 2
24 65 5
24 97 3
25 0 5
25 25 1
25 50 5
25 57 1
25 62 5
25 65 4
25 79 1
26 23 4
26 26 3
26 85 5
26 94 3
27 4 1
27 59 3
27 71 5
27 86 5
27 99 4
28 27 1
28 33 3
28 36 4
28 72 3
28 80 4
29 4 2
29 20 1
29 33 5
29 44 3
29 65 1
29 70 4
29 93 4
30 2 2
30 28 3
30 53 2
30 57 5
30 77 1
30 97 1
31 19 2
31 22 1
31 34 3
31 82 4
32 10 3
32 35 1
32 61 3
32 63 5
32 98 1
33 0 5
33 3 4
