400
22972
0 2 4
0 5 5
0 8 2
0 19 5
0 30 4
0 32 5
0 34 1
0 39 2
0 40 3
0 41 3
0 49 5
0 58 2
0 60 5
0 84 2
0 88 3
0 92 1
0 98 5
0 100 3
0 104 1
0 107 1
0 119 2
0 123 3
0 126 1
0 132 2
0 140 5
0 142 4
0 143 2
0 144 5
0 148 2
0 155 1
0 167 2
0 171 2
0 175 5
0 178 3
0 199 3
0 202 2
0 204 5
0 206 3
0 222 4
0 230 1
0 233 1
0 234 5
0 253 1
0 258 1
0 264 1
0 265 3
0 268 5
0 274 1
0 291 1
0 300 1
0 302 5
0 308 3
0 313 5
0 315 2
0 319 4
0 330 2
0 332 5
0 343 2
0 356 1
0 363 3
0 382 3
0 387 5
0 391 5
0 399 3
1 20 3
1 26 4
1 31 2
1 32 3
1 56 3
1 60 5
1 68 4
1 73 2
1 79 5
1 84 3
1 90 2
1 94 5
1 95 3
1 99 1
1 104 3
1 106 4
1 109 3
1 138 2
1 146 4
1 150 2
1 154 4
1 155 4
1 157 5
1 169 4
1 175 5
1 190 2
1 192 2
1 193 3
1 199 5
1 208 3
1 210 1
1 227 4
1 232 3
1 236 1
1 241 5
1 251 3
1 254 2
1 267 3
1 276 4
1 283 2
1 285 5
1 291 4
1 292 2
1 295 1
1 306 1
1 310 1
1 324 2
1 328 2
1 339 4
1 344 4
1 348 5
1 361 5
1 366 2
1 381 2
1 391 5
1 392 5
1 393 2
2 11 3
2 24 4
2 25 3
2 29 4
2 54 4
2 56 4
2 75 5
2 78 5
2 79 2
2 80 5
2 87 5
2 93 5
2 96 1
2 97 2
2 120 2
2 129 3
2 130 5
2 131 5
2 133 3
2 145 3
2 148 5
2 152 5
2 155 1
2 156 4
2 163 5
2 171 3
2 179 2
2 206 2
2 209 1
2 221 3
2 235 3
2 243 2
2 244 1
2 272 5
2 274 1
2 286 5
2 288 4
2 292 4
2 296 4
2 302 3
2 307 4
2 334 4
2 355 3
2 362 4
2 367 5
2 372 2
2 376 1
2 378 5
2 393 2
2 394 3
3 2 2
3 13 3
3 18 3
3 34 5
3 51 3
3 52 5
3 74 3
3 76 4
3 92 3
3 95 4
3 116 1
3 122 2
3 126 1
3 130 4
3 131 1
3 140 1
3 146 2
3 147 2
3 160 5
3 170 2
3 175 4
3 180 5
3 193 4
3 202 3
3 207 4
3 211 1
3 220 2
3 222 3
3 228 1
3 240 2
3 241 2
3 244 4
3 246 2
3 250 3
3 251 2
3 256 2
3 266 2
3 288 4
3 298 1
3 317 3
3 322 3
3 327 1
3 331 4
3 343 1
3 344 2
3 345 4
3 350 1
3 369 2
3 376 5
3 377 2
3 380 1
3 385 5
3 398 5
4 2 3
4 3 2
4 5 2
4 11 4
4 12 2
4 26 2
4 30 1
4 35 2
4 48 1
4 54 2
4 58 4
4 62 2
4 75 2
4 87 5
4 95 3
4 98 5
4 101 1
4 108 3
4 112 1
4 121 2
4 130 5
4 135 4
4 138 4
4 149 3
4 150 1
4 156 2
4 162 3
4 167 4
4 184 5
4 188 1
4 197 5
4 213 2
4 214 5
4 219 4
4 233 2
4 235 5
4 237 4
4 240 5
4 245 3
4 247 1
4 262 1
4 286 3
4 288 2
4 308 1
4 311 4
4 316 1
4 322 1
4 327 3
4 331 4
4 333 2
4 335 5
4 364 2
4 373 1
4 381 5
4 384 5
4 394 3
4 395 4
5 2 2
5 6 2
5 10 4
5 13 5
5 15 1
5 20 2
5 21 2
5 22 1
5 23 1
5 29 3
5 36 3
5 40 3
5 49 5
5 64 3
5 65 4
5 72 2
5 73 2
5 80 3
5 81 1
5 95 2
5 101 4
5 105 5
5 108 5
5 111 2
5 118 2
5 124 4
5 130 4
5 134 2
5 137 1
5 148 4
5 155 4
5 158 1
5 159 2
5 161 5
5 169 2
5 176 3
5 186 2
5 189 3
5 199 2
5 212 3
5 214 1
5 216 1
5 238 2
5 244 1
5 250 1
5 263 3
5 277 1
5 285 4
5 295 4
5 300 1
5 301 5
5 303 4
5 305 1
5 307 3
5 310 1
5 325 2
5 327 2
5 328 5
5 345 4
5 367 3
5 380 5
5 383 2
5 388 2
5 390 2
5 393 2
5 395 2
6 2 5
6 6 3
6 17 1
6 28 3
6 63 5
6 64 5
6 77 1
6 96 3
6 98 3
6 99 3
6 100 1
6 112 3
6 121 4
6 127 4
6 135 1
6 136 5
6 137 1
6 139 1
6 141 1
6 149 4
6 151 2
6 186 2
6 191 2
6 200 5
6 210 4
6 223 3
6 227 4
6 228 5
6 229 5
6 232 1
6 253 5
6 256 3
6 280 2
6 282 4
6 290 2
6 299 1
6 300 5
6 302 2
6 305 1
6 314 4
6 316 2
6 333 1
6 336 4
6 342 4
6 348 1
6 354 5
6 363 1
6 369 3
6 371 4
6 374 3
6 379 5
6 387 2
6 391 2
6 396 3
7 5 4
7 12 4
7 17 4
7 23 1
7 58 3
7 71 5
7 83 3
7 95 3
7 98 3
7 129 1
7 134 2
7 166 4
7 167 4
7 189 1
7 192 2
7 199 4
7 203 3
7 204 4
7 207 3
7 208 2
7 210 2
7 215 2
7 225 1
7 229 2
7 243 3
7 248 5
7 257 3
7 285 4
7 292 4
7 299 2
7 304 3
7 312 3
7 315 3
7 322 2
7 328 4
7 330 3
7 347 2
7 359 5
7 365 3
7 377 3
7 385 1
7 388 5
7 391 4
7 397 4
8 7 2
8 12 4
8 15 5
8 16 5
8 41 4
8 47 4
8 50 2
8 54 1
8 56 3
8 57 1
8 59 2
8 65 5
8 68 3
8 77 1
8 78 5
8 88 1
8 92 2
8 94 5
8 95 1
8 105 1
8 113 2
8 114 5
8 125 1
8 131 1
8 135 2
8 137 4
8 138 4
8 141 4
8 146 4
8 147 2
8 153 5
8 163 2
8 173 5
8 183 5
8 194 2
8 195 4
8 205 3
8 209 2
8 222 4
8 227 2
8 234 5
8 235 5
8 238 4
8 246 5
8 259 3
8 278 2
8 281 2
8 301 5
8 317 1
8 318 3
8 329 1
8 332 2
8 334 5
8 340 4
8 348 2
8 363 1
8 374 1
8 375 5
8 379 3
8 391 5
9 0 1
9 15 3
9 17 5
9 22 4
9 30 3
9 33 3
9 34 4
9 44 2
9 48 2
9 82 3
9 87 4
9 90 1
9 100 4
9 104 2
9 117 1
9 120 4
9 145 3
9 152 4
9 161 3
9 166 3
9 168 3
9 169 3
9 170 2
9 171 5
9 173 4
9 179 5
9 197 3
9 200 3
9 202 4
9 207 3
9 208 1
9 241 2
9 242 2
9 244 1
9 254 1
9 256 3
9 262 4
9 264 3
9 276 4
9 280 1
9 281 1
9 283 1
9 290 1
9 291 4
9 309 3
9 321 5
9 322 2
9 333 1
9 336 4
9 340 3
9 342 4
9 350 4
9 357 3
9 358 3
9 361 5
9 362 5
9 367 2
9 375 1
9 377 5
9 381 1
9 391 1
9 395 3
9 397 2
10 7 2
10 8 2
10 14 3
10 24 2
10 25 2
10 31 4
10 35 3
10 52 5
10 54 4
10 60 3
10 93 1
10 98 5
10 99 3
10 102 3
10 107 1
10 109 3
10 114 2
10 117 2
10 128 2
10 132 1
10 135 3
10 138 3
10 145 4
10 152 3
10 156 1
10 170 2
10 183 2
10 191 4
10 201 3
10 205 4
10 210 3
10 217 5
10 233 1
10 235 2
10 236 4
10 238 4
10 249 3
10 251 1
10 260 5
10 262 5
10 273 2
10 286 3
10 291 2
10 292 5
10 303 3
10 305 1
10 315 1
10 319 3
10 329 4
10 333 1
10 338 5
10 350 2
10 376 1
10 383 2
10 392 3
11 1 4
11 7 4
11 10 3
11 14 5
11 46 5
11 48 5
11 51 4
11 55 1
11 64 4
11 69 2
11 81 4
11 85 1
11 89 1
11 94 3
11 102 4
11 104 1
11 108 1
11 110 2
11 111 4
11 113 3
11 121 1
11 122 5
11 124 5
11 149 2
11 151 4
11 154 1
11 157 3
11 168 5
11 169 1
11 179 3
11 183 4
11 184 1
11 185 5
11 188 2
11 192 3
11 196 4
11 204 4
11 205 4
11 212 1
11 215 1
11 216 3
11 219 4
11 222 5
11 253 1
11 254 2
11 257 3
11 258 2
11 285 5
11 308 4
11 320 3
11 326 5
11 327 3
11 329 2
11 334 1
11 338 1
11 361 2
11 371 4
11 373 3
11 376 4
11 377 1
11 384 4
11 385 4
11 397 5
12 2 5
12 11 4
12 12 4
12 27 5
12 29 1
12 31 5
12 58 3
12 60 2
12 72 3
12 77 3
12 89 2
12 97 5
12 98 5
12 99 5
12 100 3
12 109 2
12 112 2
12 118 5
12 119 2
12 121 2
12 139 2
12 146 1
